SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf718,B176,top,0,601772.97,15336359.14,20.01,0.00,0.00,1.00,100.00,roofs,1128810.27,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf718
srf719,B176,top,0,601772.97,15336369.14,20.01,0.00,0.00,1.00,100.00,roofs,1129014.21,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf719
srf720,B176,top,0,601772.97,15336379.14,20.01,0.00,0.00,1.00,100.00,roofs,1129275.39,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf720
srf721,B176,top,0,601772.97,15336389.14,20.01,0.00,0.00,1.00,100.00,roofs,1129074.10,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf721
srf722,B176,top,0,601772.97,15336395.22,20.01,0.00,0.00,1.00,17.29,roofs,1128945.68,0.00,30.00,2.55,0.00,3.23,5,6,10,roofs_top,srf722
srf723,B176,top,0,601762.97,15336331.28,20.01,0.00,0.00,1.00,46.77,roofs,1129788.79,0.00,30.00,2.55,0.00,8.74,5,6,10,roofs_top,srf723
srf724,B176,top,0,601762.97,15336339.14,20.01,0.00,0.00,1.00,100.00,roofs,1128945.09,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf724
srf725,B176,top,0,601762.97,15336349.14,20.01,0.00,0.00,1.00,55.56,roofs,1128526.09,0.00,30.00,2.55,0.00,10.38,5,6,10,roofs_top,srf725
srf726,B176,top,0,601765.85,15336359.14,20.01,0.00,0.00,1.00,37.58,roofs,1128837.04,0.00,30.00,2.55,0.00,7.02,5,6,10,roofs_top,srf726
srf727,B176,top,0,601766.34,15336369.14,20.01,0.00,0.00,1.00,27.87,roofs,1128814.91,0.00,30.00,2.55,0.00,5.21,5,6,10,roofs_top,srf727
srf728,B176,top,0,601762.97,15336379.14,20.01,0.00,0.00,1.00,47.90,roofs,1129396.77,0.00,30.00,2.55,0.00,8.95,5,6,10,roofs_top,srf728
srf729,B176,top,0,601762.97,15336389.14,20.01,0.00,0.00,1.00,100.00,roofs,1128982.90,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf729
srf730,B176,top,0,601762.97,15336395.66,20.01,0.00,0.00,1.00,26.03,roofs,1128745.38,0.00,30.00,2.55,0.00,4.86,5,6,10,roofs_top,srf730
srf731,B176,top,0,601753.26,15336332.32,20.01,0.00,0.00,1.00,25.06,roofs,1130113.22,0.00,30.00,2.55,0.00,4.68,5,6,10,roofs_top,srf731
srf732,B176,top,0,601753.34,15336339.14,20.01,0.00,0.00,1.00,87.68,roofs,1129947.95,0.00,30.00,2.55,0.00,16.38,5,6,10,roofs_top,srf732
srf733,B176,top,0,601753.83,15336345.33,20.01,0.00,0.00,1.00,17.34,roofs,1129954.03,0.00,30.00,2.55,0.00,3.24,5,6,10,roofs_top,srf733
srf734,B176,top,0,601755.82,15336382.55,20.01,0.00,0.00,1.00,12.65,roofs,1130010.08,0.00,30.00,2.55,0.00,2.36,5,6,10,roofs_top,srf734
srf735,B176,top,0,601755.93,15336389.14,20.01,0.00,0.00,1.00,36.70,roofs,1129814.39,0.00,30.00,2.55,0.00,6.85,5,6,10,roofs_top,srf735
srf736,B176,top,0,601756.34,15336395.79,20.01,0.00,0.00,1.00,9.93,roofs,1129274.68,0.00,30.00,2.55,0.00,1.86,5,6,10,roofs_top,srf736
