SURFACE,BUILDING,orientation,intersection,Xcoor,Ycoor,Zcoor,Xdir,Ydir,Zdir,AREA_m2,TYPE,total_rad_Whm2,tilt_deg,B_deg,array_spacing_m,surface_azimuth_deg,area_installed_module_m2,CATteta_z,CATB,CATGB,type_orientation,surface
srf775,B130,top,0,601575.57,15336391.99,19.01,0.00,0.00,1.00,74.32,roofs,1128394.10,0.00,30.00,2.55,0.00,13.88,5,6,10,roofs_top,srf775
srf776,B130,top,0,601577.46,15336401.99,19.01,0.00,0.00,1.00,57.71,roofs,1127946.55,0.00,30.00,2.55,0.00,10.78,5,6,10,roofs_top,srf776
srf777,B130,top,0,601577.90,15336411.99,19.01,0.00,0.00,1.00,48.93,roofs,1128596.45,0.00,30.00,2.55,0.00,9.14,5,6,10,roofs_top,srf777
srf778,B130,top,0,601578.34,15336421.99,19.01,0.00,0.00,1.00,40.15,roofs,1128232.28,0.00,30.00,2.55,0.00,7.50,5,6,10,roofs_top,srf778
srf779,B130,top,0,601578.78,15336431.99,19.01,0.00,0.00,1.00,31.37,roofs,1128026.15,0.00,30.00,2.55,0.00,5.86,5,6,10,roofs_top,srf779
srf780,B130,top,0,601579.22,15336441.72,19.01,0.00,0.00,1.00,21.48,roofs,1127688.18,0.00,30.00,2.55,0.00,4.01,5,6,10,roofs_top,srf780
srf781,B130,top,0,601565.57,15336373.40,19.01,0.00,0.00,1.00,61.29,roofs,1128860.46,0.00,30.00,2.55,0.00,11.45,5,6,10,roofs_top,srf781
srf782,B130,top,0,601565.57,15336381.99,19.01,0.00,0.00,1.00,100.00,roofs,1128982.61,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf782
srf783,B130,top,0,601565.57,15336391.97,19.01,0.00,0.00,1.00,67.77,roofs,1128384.16,0.00,30.00,2.55,0.00,12.66,5,6,10,roofs_top,srf783
srf784,B130,top,0,601558.68,15336374.45,19.01,0.00,0.00,1.00,15.73,roofs,1128898.13,0.00,30.00,2.55,0.00,2.94,5,6,10,roofs_top,srf784
srf785,B130,top,0,601556.39,15336381.99,19.01,0.00,0.00,1.00,30.26,roofs,1128829.27,0.00,30.00,2.55,0.00,5.65,5,6,10,roofs_top,srf785
srf786,B130,top,0,601555.57,15336391.99,19.01,0.00,0.00,1.00,99.36,roofs,1129238.91,0.00,30.00,2.55,0.00,18.56,5,6,10,roofs_top,srf786
srf787,B130,top,0,601555.55,15336398.91,19.01,0.00,0.00,1.00,22.35,roofs,1128903.76,0.00,30.00,2.55,0.00,4.18,5,6,10,roofs_top,srf787
srf788,B130,top,0,601545.57,15336392.37,19.01,0.00,0.00,1.00,71.35,roofs,1129201.36,0.00,30.00,2.55,0.00,13.33,5,6,10,roofs_top,srf788
srf789,B130,top,0,601545.57,15336400.38,19.01,0.00,0.00,1.00,53.69,roofs,1129159.70,0.00,30.00,2.55,0.00,10.03,5,6,10,roofs_top,srf789
srf790,B130,top,0,601535.57,15336393.97,19.01,0.00,0.00,1.00,59.90,roofs,1129225.49,0.00,30.00,2.55,0.00,11.19,5,6,10,roofs_top,srf790
srf791,B130,top,0,601535.57,15336400.37,19.01,0.00,0.00,1.00,62.33,roofs,1129032.38,0.00,30.00,2.55,0.00,11.64,5,6,10,roofs_top,srf791
srf792,B130,top,0,601521.50,15336383.77,19.01,0.00,0.00,1.00,7.24,roofs,1128689.01,0.00,30.00,2.55,0.00,1.35,5,6,10,roofs_top,srf792
srf793,B130,top,0,601525.57,15336391.99,19.01,0.00,0.00,1.00,68.72,roofs,1128987.80,0.00,30.00,2.55,0.00,12.84,5,6,10,roofs_top,srf793
srf794,B130,top,0,601525.57,15336399.84,19.01,0.00,0.00,1.00,51.77,roofs,1128952.43,0.00,30.00,2.55,0.00,9.67,5,6,10,roofs_top,srf794
srf795,B130,top,0,601520.90,15336483.06,19.01,0.00,0.00,1.00,2.61,roofs,1129676.87,0.00,30.00,2.55,0.00,0.49,5,6,10,roofs_top,srf795
srf796,B130,top,0,601520.93,15336487.29,19.01,0.00,0.00,1.00,0.41,roofs,1129864.34,0.00,30.00,2.55,0.00,0.08,5,6,10,roofs_top,srf796
srf797,B130,top,0,601515.57,15336383.81,19.01,0.00,0.00,1.00,53.80,roofs,1128718.43,0.00,30.00,2.55,0.00,10.05,5,6,10,roofs_top,srf797
srf798,B130,top,0,601515.57,15336391.99,19.01,0.00,0.00,1.00,100.00,roofs,1129234.10,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf798
srf799,B130,top,0,601515.57,15336401.99,19.01,0.00,0.00,1.00,48.38,roofs,1128616.77,0.00,30.00,2.55,0.00,9.04,5,6,10,roofs_top,srf799
srf800,B130,top,0,601512.93,15336411.99,19.01,0.00,0.00,1.00,36.68,roofs,1130799.50,0.00,30.00,2.55,0.00,6.85,5,6,10,roofs_top,srf800
srf801,B130,top,0,601513.35,15336421.99,19.01,0.00,0.00,1.00,51.46,roofs,1129887.40,0.00,30.00,2.55,0.00,9.61,5,6,10,roofs_top,srf801
srf802,B130,top,0,601513.78,15336431.99,19.01,0.00,0.00,1.00,59.96,roofs,1130102.80,0.00,30.00,2.55,0.00,11.20,5,6,10,roofs_top,srf802
srf803,B130,top,0,601514.20,15336441.99,19.01,0.00,0.00,1.00,68.45,roofs,1126912.32,0.00,30.00,2.55,0.00,12.79,5,6,10,roofs_top,srf803
srf804,B130,top,0,601514.63,15336451.99,19.01,0.00,0.00,1.00,76.94,roofs,1126871.68,0.00,30.00,2.55,0.00,14.37,5,6,10,roofs_top,srf804
srf805,B130,top,0,601515.05,15336461.99,19.01,0.00,0.00,1.00,85.43,roofs,1129385.72,0.00,30.00,2.55,0.00,15.96,5,6,10,roofs_top,srf805
srf806,B130,top,0,601515.48,15336471.99,19.01,0.00,0.00,1.00,93.92,roofs,1128905.98,0.00,30.00,2.55,0.00,17.54,5,6,10,roofs_top,srf806
srf807,B130,top,0,601515.57,15336481.99,19.01,0.00,0.00,1.00,99.80,roofs,1129684.98,0.00,30.00,2.55,0.00,18.64,5,6,10,roofs_top,srf807
srf808,B130,top,0,601515.57,15336487.65,19.01,0.00,0.00,1.00,9.78,roofs,1127371.32,0.00,30.00,2.55,0.00,1.83,5,6,10,roofs_top,srf808
srf809,B130,top,0,601505.57,15336384.78,19.01,0.00,0.00,1.00,34.40,roofs,1130354.58,0.00,30.00,2.55,0.00,6.43,5,6,10,roofs_top,srf809
srf810,B130,top,0,601505.57,15336391.99,19.01,0.00,0.00,1.00,100.00,roofs,1130203.59,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf810
srf811,B130,top,0,601505.57,15336401.99,19.01,0.00,0.00,1.00,100.00,roofs,1130177.76,0.00,30.00,2.55,0.00,18.68,5,6,10,roofs_top,srf811
srf812,B130,top,0,601505.57,15336411.99,19.01,0.00,0.00,1.00,99.55,roofs,1130163.35,0.00,30.00,2.55,0.00,18.59,5,6,10,roofs_top,srf812
srf813,B130,top,0,601505.71,15336421.99,19.01,0.00,0.00,1.00,92.82,roofs,1129211.10,0.00,30.00,2.55,0.00,17.34,5,6,10,roofs_top,srf813
srf814,B130,top,0,601506.15,15336431.99,19.01,0.00,0.00,1.00,84.07,roofs,1128501.91,0.00,30.00,2.55,0.00,15.70,5,6,10,roofs_top,srf814
srf815,B130,top,0,601506.58,15336441.99,19.01,0.00,0.00,1.00,75.33,roofs,1127318.46,0.00,30.00,2.55,0.00,14.07,5,6,10,roofs_top,srf815
srf816,B130,top,0,601507.02,15336451.99,19.01,0.00,0.00,1.00,66.58,roofs,1126665.61,0.00,30.00,2.55,0.00,12.44,5,6,10,roofs_top,srf816
srf817,B130,top,0,601507.46,15336461.99,19.01,0.00,0.00,1.00,57.83,roofs,1128596.39,0.00,30.00,2.55,0.00,10.80,5,6,10,roofs_top,srf817
srf818,B130,top,0,601507.89,15336471.99,19.01,0.00,0.00,1.00,49.08,roofs,1127897.45,0.00,30.00,2.55,0.00,9.17,5,6,10,roofs_top,srf818
srf819,B130,top,0,601508.33,15336481.99,19.01,0.00,0.00,1.00,40.34,roofs,1127460.14,0.00,30.00,2.55,0.00,7.53,5,6,10,roofs_top,srf819
srf820,B130,top,0,601508.77,15336487.78,19.01,0.00,0.00,1.00,5.16,roofs,1127179.84,0.00,30.00,2.55,0.00,0.96,5,6,10,roofs_top,srf820
srf821,B130,top,0,601499.31,15336385.75,19.01,0.00,0.00,1.00,5.43,roofs,1130390.46,0.00,30.00,2.55,0.00,1.01,5,6,10,roofs_top,srf821
srf822,B130,top,0,601499.40,15336391.99,19.01,0.00,0.00,1.00,19.07,roofs,1129935.62,0.00,30.00,2.55,0.00,3.56,5,6,10,roofs_top,srf822
srf823,B130,top,0,601499.83,15336401.99,19.01,0.00,0.00,1.00,10.32,roofs,1130315.08,0.00,30.00,2.55,0.00,1.93,5,6,10,roofs_top,srf823
srf824,B130,top,0,601500.27,15336410.38,19.01,0.00,0.00,1.00,2.02,roofs,1128308.71,0.00,30.00,2.55,0.00,0.38,5,6,10,roofs_top,srf824
