Name,PV_walls_south_E_kWh,PV_walls_north_E_kWh,PV_roofs_top_E_kWh,PV_walls_east_E_kWh,PV_walls_west_E_kWh,E_PV_gen_kWh,radiation_kWh,PV_walls_south_m2,PV_walls_north_m2,PV_roofs_top_m2,PV_walls_east_m2,PV_walls_west_m2,Area_PV_m2
B016,0.00,0.00,25933.76,0.00,0.00,25933.76,269342.26,0.00,0.00,243.06,0.00,0.00,243.06
B017,0.00,0.00,8898.60,0.00,0.00,8898.60,92664.87,0.00,0.00,86.97,0.00,0.00,86.97
B018,0.00,0.00,15714.04,0.00,0.00,15714.04,163317.98,0.00,0.00,147.58,0.00,0.00,147.58
B019,0.00,0.00,9406.50,0.00,0.00,9406.50,98629.19,0.00,0.00,101.48,0.00,0.00,101.48
B020,0.00,0.00,12312.26,0.00,0.00,12312.26,127906.61,0.00,0.00,115.35,0.00,0.00,115.35
B021,0.00,0.00,9365.67,0.00,0.00,9365.67,96591.55,0.00,0.00,88.59,0.00,0.00,88.59
B022,0.00,0.00,15167.14,0.00,0.00,15167.14,157746.57,0.00,0.00,143.08,0.00,0.00,143.08
B023,0.00,0.00,9941.61,0.00,0.00,9941.61,103212.64,0.00,0.00,93.39,0.00,0.00,93.39
B024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B025,0.00,0.00,9105.69,0.00,0.00,9105.69,92842.66,0.00,0.00,89.95,0.00,0.00,89.95
B026,0.00,0.00,13243.53,0.00,0.00,13243.53,137472.42,0.00,0.00,124.56,0.00,0.00,124.56
B027,0.00,0.00,69568.73,0.00,0.00,69568.73,722497.27,0.00,0.00,652.03,0.00,0.00,652.03
B028,0.00,0.00,17802.87,0.00,0.00,17802.87,184901.53,0.00,0.00,166.82,0.00,0.00,166.82
B029,0.00,0.00,13560.78,0.00,0.00,13560.78,140887.02,0.00,0.00,127.37,0.00,0.00,127.37
B030,0.00,0.00,18039.24,0.00,0.00,18039.24,186153.10,0.00,0.00,171.53,0.00,0.00,171.53
B031,0.00,0.00,13633.71,0.00,0.00,13633.71,141635.76,0.00,0.00,128.95,0.00,0.00,128.95
B032,0.00,0.00,15418.74,0.00,0.00,15418.74,160164.41,0.00,0.00,144.51,0.00,0.00,144.51
B033,0.00,0.00,10261.77,0.00,0.00,10261.77,106606.93,0.00,0.00,96.15,0.00,0.00,96.15
B034,0.00,0.00,14945.49,0.00,0.00,14945.49,155369.15,0.00,0.00,143.84,0.00,0.00,143.84
B035,0.00,0.00,21317.82,0.00,0.00,21317.82,218036.22,0.00,0.00,208.45,0.00,0.00,208.45
B036,0.00,0.00,13471.23,0.00,0.00,13471.23,139874.34,0.00,0.00,127.73,0.00,0.00,127.73
B037,0.00,0.00,11766.20,0.00,0.00,11766.20,122214.91,0.00,0.00,110.18,0.00,0.00,110.18
B038,0.00,0.00,13629.02,0.00,0.00,13629.02,141469.47,0.00,0.00,131.30,0.00,0.00,131.30
B039,0.00,0.00,18961.22,0.00,0.00,18961.22,202180.79,0.00,0.00,216.23,0.00,0.00,216.23
B040,0.00,0.00,3926.15,0.00,0.00,3926.15,41540.25,0.00,0.00,39.34,0.00,0.00,39.34
B041,0.00,0.00,8804.34,0.00,0.00,8804.34,91494.32,0.00,0.00,82.73,0.00,0.00,82.73
B042,0.00,0.00,4313.95,0.00,0.00,4313.95,46298.37,0.00,0.00,59.60,0.00,0.00,59.60
B043,0.00,0.00,15096.60,0.00,0.00,15096.60,156805.15,0.00,0.00,141.65,0.00,0.00,141.65
B044,0.00,0.00,11284.16,0.00,0.00,11284.16,116762.25,0.00,0.00,106.68,0.00,0.00,106.68
B045,0.00,0.00,9406.76,0.00,0.00,9406.76,97738.16,0.00,0.00,88.16,0.00,0.00,88.16
B046,0.00,0.00,14627.07,0.00,0.00,14627.07,152395.22,0.00,0.00,140.87,0.00,0.00,140.87
B047,0.00,0.00,16541.20,0.00,0.00,16541.20,171933.15,0.00,0.00,155.28,0.00,0.00,155.28
B048,0.00,0.00,9108.26,0.00,0.00,9108.26,94608.12,0.00,0.00,85.37,0.00,0.00,85.37
B049,0.00,0.00,11939.95,0.00,0.00,11939.95,123251.64,0.00,0.00,112.83,0.00,0.00,112.83
B050,0.00,0.00,15783.46,0.00,0.00,15783.46,163947.33,0.00,0.00,147.96,0.00,0.00,147.96
B051,0.00,0.00,119176.62,0.00,0.00,119176.62,1238105.19,0.00,0.00,1115.92,0.00,0.00,1115.92
B052,0.00,0.00,19640.84,0.00,0.00,19640.84,204044.64,0.00,0.00,184.03,0.00,0.00,184.03
B053,0.00,0.00,26849.95,0.00,0.00,26849.95,278905.82,0.00,0.00,251.40,0.00,0.00,251.40
B054,0.00,0.00,19263.82,0.00,0.00,19263.82,200108.25,0.00,0.00,180.46,0.00,0.00,180.46
B055,0.00,0.00,31586.81,0.00,0.00,31586.81,327988.30,0.00,0.00,296.13,0.00,0.00,296.13
B056,0.00,0.00,14196.93,0.00,0.00,14196.93,147416.99,0.00,0.00,133.26,0.00,0.00,133.26
B057,0.00,0.00,13119.22,0.00,0.00,13119.22,136202.51,0.00,0.00,123.18,0.00,0.00,123.18
B058,0.00,0.00,13637.95,0.00,0.00,13637.95,140882.59,0.00,0.00,132.21,0.00,0.00,132.21
B059,0.00,0.00,9826.84,0.00,0.00,9826.84,101938.56,0.00,0.00,94.14,0.00,0.00,94.14
B060,0.00,0.00,17362.21,0.00,0.00,17362.21,179428.57,0.00,0.00,165.88,0.00,0.00,165.88
B061,0.00,0.00,16986.66,0.00,0.00,16986.66,175133.00,0.00,0.00,162.25,0.00,0.00,162.25
B062,0.00,0.00,86929.88,0.00,0.00,86929.88,902711.32,0.00,0.00,814.96,0.00,0.00,814.96
B063,0.00,0.00,4696.87,0.00,0.00,4696.87,48069.25,0.00,0.00,55.93,0.00,0.00,55.93
B064,0.00,0.00,12972.37,0.00,0.00,12972.37,135064.98,0.00,0.00,141.26,0.00,0.00,141.26
B065,0.00,0.00,17446.84,0.00,0.00,17446.84,184026.04,0.00,0.00,199.09,0.00,0.00,199.09
B066,0.00,0.00,21388.09,0.00,0.00,21388.09,223915.51,0.00,0.00,241.55,0.00,0.00,241.55
B067,0.00,0.00,1120.04,0.00,0.00,1120.04,11243.18,0.00,0.00,13.90,0.00,0.00,13.90
B068,0.00,0.00,24529.73,0.00,0.00,24529.73,254811.71,0.00,0.00,230.32,0.00,0.00,230.32
B069,0.00,0.00,9991.61,0.00,0.00,9991.61,104034.65,0.00,0.00,94.47,0.00,0.00,94.47
B070,0.00,0.00,12532.71,0.00,0.00,12532.71,130192.80,0.00,0.00,117.59,0.00,0.00,117.59
B071,0.00,0.00,14631.34,0.00,0.00,14631.34,152020.91,0.00,0.00,137.25,0.00,0.00,137.25
B072,0.00,0.00,8699.22,0.00,0.00,8699.22,89681.46,0.00,0.00,82.92,0.00,0.00,82.92
B073,0.00,0.00,14814.63,0.00,0.00,14814.63,154048.36,0.00,0.00,139.81,0.00,0.00,139.81
B074,0.00,0.00,17990.04,0.00,0.00,17990.04,187553.74,0.00,0.00,206.35,0.00,0.00,206.35
B075,0.00,0.00,13299.50,0.00,0.00,13299.50,136114.18,0.00,0.00,130.54,0.00,0.00,130.54
B076,0.00,0.00,9976.45,0.00,0.00,9976.45,103633.49,0.00,0.00,93.42,0.00,0.00,93.42
B077,0.00,0.00,14551.50,0.00,0.00,14551.50,151167.04,0.00,0.00,136.32,0.00,0.00,136.32
B078,0.00,0.00,9232.16,0.00,0.00,9232.16,95932.55,0.00,0.00,86.59,0.00,0.00,86.59
B079,0.00,0.00,14606.60,0.00,0.00,14606.60,151911.48,0.00,0.00,139.20,0.00,0.00,139.20
B080,0.00,0.00,18729.16,0.00,0.00,18729.16,194569.59,0.00,0.00,175.63,0.00,0.00,175.63
B081,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B082,0.00,0.00,1410.77,0.00,0.00,1410.77,14683.29,0.00,0.00,19.11,0.00,0.00,19.11
B083,0.00,0.00,8484.27,0.00,0.00,8484.27,87488.91,0.00,0.00,80.86,0.00,0.00,80.86
B084,0.00,0.00,15426.37,0.00,0.00,15426.37,160292.37,0.00,0.00,144.65,0.00,0.00,144.65
B085,0.00,0.00,7786.37,0.00,0.00,7786.37,80664.35,0.00,0.00,80.39,0.00,0.00,80.39
B086,0.00,0.00,14980.28,0.00,0.00,14980.28,154898.58,0.00,0.00,142.42,0.00,0.00,142.42
B087,0.00,0.00,8740.19,0.00,0.00,8740.19,91027.70,0.00,0.00,83.39,0.00,0.00,83.39
B088,0.00,0.00,14368.04,0.00,0.00,14368.04,148932.22,0.00,0.00,139.40,0.00,0.00,139.40
B089,0.00,0.00,14850.55,0.00,0.00,14850.55,154270.45,0.00,0.00,139.74,0.00,0.00,139.74
B090,0.00,0.00,15186.05,0.00,0.00,15186.05,158931.91,0.00,0.00,141.29,0.00,0.00,141.29
B091,0.00,0.00,9319.29,0.00,0.00,9319.29,96782.68,0.00,0.00,87.33,0.00,0.00,87.33
B092,0.00,0.00,13231.78,0.00,0.00,13231.78,139073.13,0.00,0.00,160.01,0.00,0.00,160.01
B093,0.00,0.00,17704.35,0.00,0.00,17704.35,183473.63,0.00,0.00,170.16,0.00,0.00,170.16
B094,0.00,0.00,79405.07,0.00,0.00,79405.07,822119.38,0.00,0.00,750.30,0.00,0.00,750.30
B095,0.00,0.00,18997.91,0.00,0.00,18997.91,197472.73,0.00,0.00,180.29,0.00,0.00,180.29
B096,0.00,0.00,24299.45,0.00,0.00,24299.45,252362.06,0.00,0.00,227.59,0.00,0.00,227.59
B097,0.00,0.00,50334.62,0.00,0.00,50334.62,523012.70,0.00,0.00,472.24,0.00,0.00,472.24
B098,0.00,0.00,30212.34,0.00,0.00,30212.34,313841.78,0.00,0.00,283.33,0.00,0.00,283.33
B099,0.00,0.00,55802.72,0.00,0.00,55802.72,579963.55,0.00,0.00,523.75,0.00,0.00,523.75
B100,0.00,0.00,24677.99,0.00,0.00,24677.99,256940.65,0.00,0.00,234.50,0.00,0.00,234.50
B101,0.00,0.00,31565.98,0.00,0.00,31565.98,327884.73,0.00,0.00,295.82,0.00,0.00,295.82
B102,0.00,0.00,13430.19,0.00,0.00,13430.19,141179.45,0.00,0.00,129.71,0.00,0.00,129.71
B103,0.00,0.00,13127.38,0.00,0.00,13127.38,138415.53,0.00,0.00,127.74,0.00,0.00,127.74
B104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B106,0.00,0.00,51514.85,0.00,0.00,51514.85,535611.84,0.00,0.00,482.29,0.00,0.00,482.29
B107,0.00,0.00,19772.41,0.00,0.00,19772.41,205425.74,0.00,0.00,188.55,0.00,0.00,188.55
B108,0.00,0.00,11635.24,0.00,0.00,11635.24,121585.45,0.00,0.00,108.71,0.00,0.00,108.71
B109,0.00,0.00,3167.24,0.00,0.00,3167.24,33850.45,0.00,0.00,43.18,0.00,0.00,43.18
B110,0.00,0.00,12917.60,0.00,0.00,12917.60,134968.02,0.00,0.00,119.98,0.00,0.00,119.98
B111,0.00,0.00,3290.52,0.00,0.00,3290.52,33899.26,0.00,0.00,39.51,0.00,0.00,39.51
B112,0.00,0.00,8020.43,0.00,0.00,8020.43,83424.00,0.00,0.00,75.52,0.00,0.00,75.52
B113,0.00,0.00,18281.84,0.00,0.00,18281.84,191118.05,0.00,0.00,175.10,0.00,0.00,175.10
B114,0.00,0.00,13978.60,0.00,0.00,13978.60,145874.09,0.00,0.00,134.71,0.00,0.00,134.71
B115,0.00,0.00,4573.72,0.00,0.00,4573.72,49209.41,0.00,0.00,58.04,0.00,0.00,58.04
B116,0.00,0.00,3625.88,0.00,0.00,3625.88,39680.24,0.00,0.00,39.63,0.00,0.00,39.63
B117,0.00,0.00,6853.27,0.00,0.00,6853.27,71809.74,0.00,0.00,73.27,0.00,0.00,73.27
B118,0.00,0.00,7004.34,0.00,0.00,7004.34,71295.71,0.00,0.00,80.61,0.00,0.00,80.61
B119,0.00,0.00,7918.16,0.00,0.00,7918.16,82399.18,0.00,0.00,74.58,0.00,0.00,74.58
B120,0.00,0.00,8962.23,0.00,0.00,8962.23,93118.90,0.00,0.00,84.04,0.00,0.00,84.04
B121,0.00,0.00,2288.50,0.00,0.00,2288.50,24311.23,0.00,0.00,30.50,0.00,0.00,30.50
B122,0.00,0.00,2733.30,0.00,0.00,2733.30,28535.66,0.00,0.00,36.06,0.00,0.00,36.06
B123,0.00,0.00,17215.33,0.00,0.00,17215.33,179098.90,0.00,0.00,161.74,0.00,0.00,161.74
B124,0.00,0.00,10824.56,0.00,0.00,10824.56,112456.04,0.00,0.00,101.41,0.00,0.00,101.41
B125,0.00,0.00,43412.18,0.00,0.00,43412.18,451023.61,0.00,0.00,406.92,0.00,0.00,406.92
B126,0.00,0.00,9998.24,0.00,0.00,9998.24,102614.51,0.00,0.00,95.24,0.00,0.00,95.24
B127,0.00,0.00,3463.47,0.00,0.00,3463.47,36257.31,0.00,0.00,45.17,0.00,0.00,45.17
B128,0.00,0.00,49677.27,0.00,0.00,49677.27,517496.63,0.00,0.00,494.54,0.00,0.00,494.54
B129,0.00,0.00,54423.61,0.00,0.00,54423.61,565728.27,0.00,0.00,521.96,0.00,0.00,521.96
B130,0.00,0.00,134900.91,0.00,0.00,134900.91,1401568.30,0.00,0.00,1265.47,0.00,0.00,1265.47
B131,0.00,0.00,21922.20,0.00,0.00,21922.20,227720.55,0.00,0.00,205.53,0.00,0.00,205.53
B132,0.00,0.00,100741.59,0.00,0.00,100741.59,1047941.91,0.00,0.00,1127.63,0.00,0.00,1127.63
B133,0.00,0.00,15026.62,0.00,0.00,15026.62,156102.88,0.00,0.00,140.81,0.00,0.00,140.81
B134,0.00,0.00,9044.76,0.00,0.00,9044.76,93956.89,0.00,0.00,84.76,0.00,0.00,84.76
B135,0.00,0.00,9087.81,0.00,0.00,9087.81,94419.85,0.00,0.00,85.19,0.00,0.00,85.19
B136,0.00,0.00,5436.69,0.00,0.00,5436.69,56486.62,0.00,0.00,50.96,0.00,0.00,50.96
B137,0.00,0.00,6201.54,0.00,0.00,6201.54,65130.97,0.00,0.00,71.63,0.00,0.00,71.63
B138,0.00,0.00,9112.83,0.00,0.00,9112.83,94641.26,0.00,0.00,85.36,0.00,0.00,85.36
B139,0.00,0.00,14055.88,0.00,0.00,14055.88,146042.73,0.00,0.00,131.93,0.00,0.00,131.93
B140,0.00,0.00,22158.06,0.00,0.00,22158.06,230270.39,0.00,0.00,208.04,0.00,0.00,208.04
B141,0.00,0.00,5062.35,0.00,0.00,5062.35,53532.94,0.00,0.00,63.13,0.00,0.00,63.13
B142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B143,0.00,0.00,1205.78,0.00,0.00,1205.78,13041.98,0.00,0.00,15.21,0.00,0.00,15.21
B144,0.00,0.00,15901.97,0.00,0.00,15901.97,165159.54,0.00,0.00,148.89,0.00,0.00,148.89
B145,0.00,0.00,11851.22,0.00,0.00,11851.22,123111.06,0.00,0.00,111.06,0.00,0.00,111.06
B146,0.00,0.00,14781.78,0.00,0.00,14781.78,153526.50,0.00,0.00,138.44,0.00,0.00,138.44
B147,0.00,0.00,12189.32,0.00,0.00,12189.32,126606.22,0.00,0.00,114.14,0.00,0.00,114.14
B148,0.00,0.00,14854.10,0.00,0.00,14854.10,154323.78,0.00,0.00,139.31,0.00,0.00,139.31
B149,0.00,0.00,30157.04,0.00,0.00,30157.04,313316.33,0.00,0.00,282.81,0.00,0.00,282.81
B150,0.00,0.00,17288.52,0.00,0.00,17288.52,179630.97,0.00,0.00,162.13,0.00,0.00,162.13
B151,0.00,0.00,32613.75,0.00,0.00,32613.75,338781.96,0.00,0.00,305.43,0.00,0.00,305.43
B152,0.00,0.00,22611.12,0.00,0.00,22611.12,234856.78,0.00,0.00,211.94,0.00,0.00,211.94
B153,0.00,0.00,9107.39,0.00,0.00,9107.39,94604.07,0.00,0.00,85.31,0.00,0.00,85.31
B154,0.00,0.00,4486.75,0.00,0.00,4486.75,48332.28,0.00,0.00,60.47,0.00,0.00,60.47
B155,0.00,0.00,14367.81,0.00,0.00,14367.81,149231.52,0.00,0.00,136.30,0.00,0.00,136.30
B156,0.00,0.00,14995.51,0.00,0.00,14995.51,155836.30,0.00,0.00,140.72,0.00,0.00,140.72
B157,0.00,0.00,15420.81,0.00,0.00,15420.81,160582.30,0.00,0.00,146.40,0.00,0.00,146.40
B158,0.00,0.00,32861.22,0.00,0.00,32861.22,342249.02,0.00,0.00,314.41,0.00,0.00,314.41
B159,0.00,0.00,14106.71,0.00,0.00,14106.71,147021.71,0.00,0.00,134.35,0.00,0.00,134.35
B160,0.00,0.00,3281.01,0.00,0.00,3281.01,34177.15,0.00,0.00,39.17,0.00,0.00,39.17
B161,0.00,0.00,8144.70,0.00,0.00,8144.70,84846.11,0.00,0.00,94.77,0.00,0.00,94.77
B162,0.00,0.00,10923.99,0.00,0.00,10923.99,114924.01,0.00,0.00,126.84,0.00,0.00,126.84
B163,0.00,0.00,10182.30,0.00,0.00,10182.30,109188.88,0.00,0.00,115.17,0.00,0.00,115.17
B164,0.00,0.00,14751.68,0.00,0.00,14751.68,153263.32,0.00,0.00,138.24,0.00,0.00,138.24
B165,0.00,0.00,38070.90,0.00,0.00,38070.90,395507.59,0.00,0.00,356.63,0.00,0.00,356.63
B166,0.00,0.00,7630.95,0.00,0.00,7630.95,79258.57,0.00,0.00,71.46,0.00,0.00,71.46
B167,0.00,0.00,13524.70,0.00,0.00,13524.70,142487.93,0.00,0.00,164.45,0.00,0.00,164.45
B168,0.00,0.00,13176.89,0.00,0.00,13176.89,133703.20,0.00,0.00,128.11,0.00,0.00,128.11
B169,0.00,0.00,8657.38,0.00,0.00,8657.38,89939.85,0.00,0.00,81.18,0.00,0.00,81.18
B170,0.00,0.00,15603.08,0.00,0.00,15603.08,162359.63,0.00,0.00,147.12,0.00,0.00,147.12
B171,0.00,0.00,14783.95,0.00,0.00,14783.95,153656.28,0.00,0.00,138.74,0.00,0.00,138.74
B172,0.00,0.00,17563.36,0.00,0.00,17563.36,182437.10,0.00,0.00,164.72,0.00,0.00,164.72
B173,0.00,0.00,9233.44,0.00,0.00,9233.44,95893.97,0.00,0.00,86.47,0.00,0.00,86.47
B174,0.00,0.00,15506.48,0.00,0.00,15506.48,161275.83,0.00,0.00,145.49,0.00,0.00,145.49
B175,0.00,0.00,10491.96,0.00,0.00,10491.96,108881.48,0.00,0.00,98.69,0.00,0.00,98.69
B176,0.00,0.00,80518.00,0.00,0.00,80518.00,836510.21,0.00,0.00,755.02,0.00,0.00,755.02
B177,0.00,0.00,12695.21,0.00,0.00,12695.21,131496.70,0.00,0.00,148.12,0.00,0.00,148.12
B178,0.00,0.00,33806.97,0.00,0.00,33806.97,351189.42,0.00,0.00,398.37,0.00,0.00,398.37
