Name,PV_walls_south_E_kWh,PV_walls_north_E_kWh,PV_roofs_top_E_kWh,PV_walls_east_E_kWh,PV_walls_west_E_kWh,E_PV_gen_kWh,radiation_kWh,PV_walls_south_m2,PV_walls_north_m2,PV_roofs_top_m2,PV_walls_east_m2,PV_walls_west_m2,Area_PV_m2
B100,0.00,0.00,18507.96,0.00,0.00,18507.96,192705.23,0.00,0.00,175.87,0.00,0.00,175.87
B101,0.00,0.00,23674.86,0.00,0.00,23674.86,245913.54,0.00,0.00,221.86,0.00,0.00,221.86
B102,0.00,0.00,10072.32,0.00,0.00,10072.32,105884.61,0.00,0.00,97.29,0.00,0.00,97.29
B103,0.00,0.00,9845.59,0.00,0.00,9845.59,103812.05,0.00,0.00,95.80,0.00,0.00,95.80
B104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B106,0.00,0.00,38635.89,0.00,0.00,38635.89,401708.96,0.00,0.00,361.72,0.00,0.00,361.72
B107,0.00,0.00,14829.34,0.00,0.00,14829.34,154069.41,0.00,0.00,141.41,0.00,0.00,141.41
B108,0.00,0.00,8726.39,0.00,0.00,8726.39,91188.23,0.00,0.00,81.54,0.00,0.00,81.54
B109,0.00,0.00,2375.55,0.00,0.00,2375.55,25387.94,0.00,0.00,32.38,0.00,0.00,32.38
B110,0.00,0.00,9687.96,0.00,0.00,9687.96,101225.84,0.00,0.00,89.99,0.00,0.00,89.99
B111,0.00,0.00,2468.32,0.00,0.00,2468.32,25424.13,0.00,0.00,29.64,0.00,0.00,29.64
B112,0.00,0.00,6015.55,0.00,0.00,6015.55,62567.86,0.00,0.00,56.64,0.00,0.00,56.64
B113,0.00,0.00,13711.59,0.00,0.00,13711.59,143338.72,0.00,0.00,131.33,0.00,0.00,131.33
B114,0.00,0.00,10484.55,0.00,0.00,10484.55,109405.80,0.00,0.00,101.04,0.00,0.00,101.04
B115,0.00,0.00,3430.20,0.00,0.00,3430.20,36907.08,0.00,0.00,43.53,0.00,0.00,43.53
B116,0.00,0.00,2718.99,0.00,0.00,2718.99,29759.98,0.00,0.00,29.72,0.00,0.00,29.72
B117,0.00,0.00,5140.05,0.00,0.00,5140.05,53857.09,0.00,0.00,54.95,0.00,0.00,54.95
B118,0.00,0.00,5253.18,0.00,0.00,5253.18,53471.99,0.00,0.00,60.46,0.00,0.00,60.46
B119,0.00,0.00,5938.51,0.00,0.00,5938.51,61799.55,0.00,0.00,55.94,0.00,0.00,55.94
B120,0.00,0.00,6722.12,0.00,0.00,6722.12,69839.18,0.00,0.00,63.03,0.00,0.00,63.03
B121,0.00,0.00,1716.17,0.00,0.00,1716.17,18233.53,0.00,0.00,22.88,0.00,0.00,22.88
B122,0.00,0.00,2049.86,0.00,0.00,2049.86,21401.77,0.00,0.00,27.05,0.00,0.00,27.05
B123,0.00,0.00,12912.16,0.00,0.00,12912.16,134324.28,0.00,0.00,121.31,0.00,0.00,121.31
B124,0.00,0.00,8118.54,0.00,0.00,8118.54,84342.08,0.00,0.00,76.05,0.00,0.00,76.05
B125,0.00,0.00,32559.32,0.00,0.00,32559.32,338267.54,0.00,0.00,305.19,0.00,0.00,305.19
B126,0.00,0.00,7498.69,0.00,0.00,7498.69,76960.73,0.00,0.00,71.43,0.00,0.00,71.43
B127,0.00,0.00,2597.14,0.00,0.00,2597.14,27193.10,0.00,0.00,33.88,0.00,0.00,33.88
B128,0.00,0.00,37258.19,0.00,0.00,37258.19,388122.50,0.00,0.00,370.90,0.00,0.00,370.90
B129,0.00,0.00,40817.62,0.00,0.00,40817.62,424296.32,0.00,0.00,391.47,0.00,0.00,391.47
B130,0.00,0.00,101175.79,0.00,0.00,101175.79,1051176.48,0.00,0.00,949.10,0.00,0.00,949.10
B131,0.00,0.00,16441.66,0.00,0.00,16441.66,170790.25,0.00,0.00,154.15,0.00,0.00,154.15
B132,0.00,0.00,75556.49,0.00,0.00,75556.49,785956.33,0.00,0.00,845.72,0.00,0.00,845.72
B133,0.00,0.00,11270.63,0.00,0.00,11270.63,117077.31,0.00,0.00,105.61,0.00,0.00,105.61
B134,0.00,0.00,6783.79,0.00,0.00,6783.79,70467.74,0.00,0.00,63.57,0.00,0.00,63.57
B135,0.00,0.00,6815.65,0.00,0.00,6815.65,70814.85,0.00,0.00,63.90,0.00,0.00,63.90
B136,0.00,0.00,4077.44,0.00,0.00,4077.44,42365.02,0.00,0.00,38.22,0.00,0.00,38.22
B137,0.00,0.00,4650.97,0.00,0.00,4650.97,48848.43,0.00,0.00,53.72,0.00,0.00,53.72
B138,0.00,0.00,6834.93,0.00,0.00,6834.93,70981.01,0.00,0.00,64.02,0.00,0.00,64.02
B139,0.00,0.00,10541.96,0.00,0.00,10541.96,109532.12,0.00,0.00,98.95,0.00,0.00,98.95
B140,0.00,0.00,16618.28,0.00,0.00,16618.28,172702.94,0.00,0.00,156.03,0.00,0.00,156.03
B141,0.00,0.00,3797.08,0.00,0.00,3797.08,40149.83,0.00,0.00,47.35,0.00,0.00,47.35
B142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B143,0.00,0.00,904.27,0.00,0.00,904.27,9781.58,0.00,0.00,11.41,0.00,0.00,11.41
B144,0.00,0.00,11926.45,0.00,0.00,11926.45,123869.72,0.00,0.00,111.66,0.00,0.00,111.66
B145,0.00,0.00,8888.20,0.00,0.00,8888.20,92333.55,0.00,0.00,83.29,0.00,0.00,83.29
B146,0.00,0.00,11086.37,0.00,0.00,11086.37,115145.21,0.00,0.00,103.83,0.00,0.00,103.83
B147,0.00,0.00,9141.98,0.00,0.00,9141.98,94954.57,0.00,0.00,85.60,0.00,0.00,85.60
B148,0.00,0.00,11141.15,0.00,0.00,11141.15,115742.88,0.00,0.00,104.48,0.00,0.00,104.48
B149,0.00,0.00,22617.44,0.00,0.00,22617.44,234987.17,0.00,0.00,212.11,0.00,0.00,212.11
B150,0.00,0.00,12966.22,0.00,0.00,12966.22,134722.97,0.00,0.00,121.60,0.00,0.00,121.60
B151,0.00,0.00,24460.15,0.00,0.00,24460.15,254086.53,0.00,0.00,229.08,0.00,0.00,229.08
B152,0.00,0.00,16957.97,0.00,0.00,16957.97,176142.84,0.00,0.00,158.95,0.00,0.00,158.95
B153,0.00,0.00,6830.55,0.00,0.00,6830.55,70952.94,0.00,0.00,63.98,0.00,0.00,63.98
B154,0.00,0.00,3365.07,0.00,0.00,3365.07,36249.66,0.00,0.00,45.36,0.00,0.00,45.36
B155,0.00,0.00,10776.14,0.00,0.00,10776.14,111923.46,0.00,0.00,102.23,0.00,0.00,102.23
B156,0.00,0.00,11246.71,0.00,0.00,11246.71,116876.87,0.00,0.00,105.54,0.00,0.00,105.54
B157,0.00,0.00,11565.71,0.00,0.00,11565.71,120436.72,0.00,0.00,109.80,0.00,0.00,109.80
B158,0.00,0.00,24645.95,0.00,0.00,24645.95,256686.68,0.00,0.00,235.81,0.00,0.00,235.81
B159,0.00,0.00,10579.71,0.00,0.00,10579.71,110266.01,0.00,0.00,100.76,0.00,0.00,100.76
B160,0.00,0.00,2460.94,0.00,0.00,2460.94,25632.47,0.00,0.00,29.38,0.00,0.00,29.38
B161,0.00,0.00,6108.18,0.00,0.00,6108.18,63634.95,0.00,0.00,71.08,0.00,0.00,71.08
B162,0.00,0.00,8192.65,0.00,0.00,8192.65,86193.11,0.00,0.00,95.13,0.00,0.00,95.13
B163,0.00,0.00,7637.03,0.00,0.00,7637.03,81891.60,0.00,0.00,86.38,0.00,0.00,86.38
B164,0.00,0.00,11063.91,0.00,0.00,11063.91,114947.40,0.00,0.00,103.68,0.00,0.00,103.68
B165,0.00,0.00,28552.96,0.00,0.00,28552.96,296630.86,0.00,0.00,267.47,0.00,0.00,267.47
B166,0.00,0.00,5723.27,0.00,0.00,5723.27,59443.95,0.00,0.00,53.60,0.00,0.00,53.60
B167,0.00,0.00,10143.26,0.00,0.00,10143.26,106865.82,0.00,0.00,123.34,0.00,0.00,123.34
B168,0.00,0.00,9882.11,0.00,0.00,9882.11,100277.34,0.00,0.00,96.08,0.00,0.00,96.08
B169,0.00,0.00,6493.20,0.00,0.00,6493.20,67454.60,0.00,0.00,60.89,0.00,0.00,60.89
B170,0.00,0.00,11702.65,0.00,0.00,11702.65,121769.85,0.00,0.00,110.34,0.00,0.00,110.34
B171,0.00,0.00,11087.72,0.00,0.00,11087.72,115242.25,0.00,0.00,104.06,0.00,0.00,104.06
B172,0.00,0.00,13172.67,0.00,0.00,13172.67,136827.50,0.00,0.00,123.54,0.00,0.00,123.54
B173,0.00,0.00,6924.77,0.00,0.00,6924.77,71920.73,0.00,0.00,64.85,0.00,0.00,64.85
B174,0.00,0.00,11629.34,0.00,0.00,11629.34,120956.92,0.00,0.00,109.12,0.00,0.00,109.12
B175,0.00,0.00,7868.90,0.00,0.00,7868.90,81661.02,0.00,0.00,74.02,0.00,0.00,74.02
B176,0.00,0.00,60388.15,0.00,0.00,60388.15,627382.45,0.00,0.00,566.26,0.00,0.00,566.26
B177,0.00,0.00,9521.34,0.00,0.00,9521.34,98622.28,0.00,0.00,111.09,0.00,0.00,111.09
B178,0.00,0.00,25355.28,0.00,0.00,25355.28,263392.63,0.00,0.00,298.78,0.00,0.00,298.78
